date,n,y,Pb,Tc,UCC,charging_costs,grid_carbon_intensity
2024-02-05,1,-0.0,1.55,1.55,1.55,0.0,152.21
2024-02-05,2,-0.0,1.49,1.49,1.49,-0.0075,152.41
2024-02-05,3,-0.0,1.57,1.57,1.57,-0.015,152.61
2024-02-05,4,-0.0,1.53,1.53,1.53,-0.0225,152.81
2024-02-05,5,-0.0,1.79,1.79,1.79,-0.03,153.01
2024-02-05,6,-0.0,2.05,2.05,2.05,-0.04,153.195
2024-02-05,7,-0.0,1.35,1.35,1.35,-0.05,153.38
2024-02-05,8,-0.0,1.7,1.7,1.7,-0.06,153.565
2024-02-05,9,-0.0,1.55,1.55,1.55,-0.07,153.75
2024-02-05,10,-0.0,1.57,1.57,1.57,-0.085,153.64
2024-02-05,11,-0.0,1.64,1.64,1.64,-0.1,153.53
2024-02-05,12,-0.0,1.51,1.51,1.51,-0.115,153.42000000000002
2024-02-05,13,-0.0,1.95,1.95,1.95,-0.13,153.31
2024-02-05,14,-0.0,1.98,1.98,1.98,-0.11,153.5775
2024-02-05,15,-0.0,1.66,1.66,1.66,-0.09,153.845
2024-02-05,16,-0.0,1.47,1.47,1.47,-0.07,154.1125
2024-02-05,17,-0.0,4.26,4.26,4.26,-0.05,154.38
2024-02-05,18,-0.0,4.67,4.67,4.67,0.0674999999999999,156.4375
2024-02-05,19,-0.0,4.42,4.42,4.42,0.185,158.495
2024-02-05,20,-0.0,4.56,4.56,4.56,0.3025,160.5525
2024-02-05,21,-0.0,4.86,4.86,4.86,0.42,162.61
2024-02-05,22,-0.0,2.77,2.77,2.77,10.0575,166.405
2024-02-05,23,-0.0,4.19,4.19,4.19,19.695,170.2
2024-02-05,24,-0.0,3.09,3.09,3.09,29.3325,173.995
2024-02-05,25,-0.0,5.65,5.65,5.65,38.97,177.79
2024-02-05,26,-0.0,5.38,5.38,5.38,43.955,179.2775
2024-02-05,27,-0.0,7.39,7.39,7.39,48.94,180.765
2024-02-05,28,-0.0,9.28,9.28,9.28,53.925,182.2525
2024-02-05,29,-0.0,11.43,11.43,11.43,58.91,183.74
2024-02-05,30,-0.0,14.28,14.28,14.28,59.7625,180.16500000000002
2024-02-05,31,-0.0,18.81,18.81,18.81,60.614999999999995,176.59
2024-02-05,32,16.499999999791086,21.31,37.80999999979109,37.81,61.4675,173.015
2024-02-05,33,43.76205695972421,21.67,65.4320569597242,159.17000000000002,62.32,169.44
2024-02-05,34,41.932056959856354,23.5,65.43205695985635,161.0,60.955,165.3125
2024-02-05,35,41.14205695991538,24.29,65.43205695991537,161.79,59.59,161.185
2024-02-05,36,42.442056959818935,22.99,65.43205695981894,157.74,58.225,157.0575
2024-02-05,37,43.36205695975283,22.07,65.43205695975283,145.82,56.86,152.93
2024-02-05,38,47.09205695949619,18.34,65.4320569594962,142.09,55.8775,148.63
2024-02-05,39,48.03205695943447,17.4,65.43205695943448,130.15,54.895,144.32999999999998
2024-02-05,40,47.292056959485656,18.14,65.43205695948566,125.39,53.9125,140.03
2024-02-05,41,50.49205695927805,14.94,65.43205695927806,116.69,52.93,135.73
2024-02-05,42,48.88205695939115,16.55,65.43205695939115,96.3,49.735,132.39999999999998
2024-02-05,43,47.092056959520114,18.34,65.43205695952011,92.59,46.54,129.07
2024-02-05,44,46.12205695960037,19.31,65.43205695960037,88.06,43.345,125.74
2024-02-05,45,48.44205695946713,16.99,65.43205695946713,80.24,40.15,122.41
2024-02-05,46,48.68205695947242,16.75,65.43205695947242,71.75,31.875,121.6875
2024-02-05,47,49.86205695942224,15.57,65.43205695942224,67.82,23.6,120.965
2024-02-05,48,49.35205695948167,16.08,65.43205695948167,62.83,15.324999999999998,120.24249999999999
2024-02-05,49,50.702056959431125,14.73,65.43205695943112,53.230000000000004,7.05,119.52
2024-02-05,50,49.72205695952629,15.71,65.43205695952629,48.71,5.56,120.69749999999999
2024-02-05,51,50.592056959518104,14.84,65.4320569595181,42.34,4.07,121.875
2024-02-05,52,51.55205695952026,13.88,65.43205695952025,33.13,2.58,123.05250000000001
2024-02-05,53,50.4920569596326,14.94,65.4320569596326,28.689999999999998,1.09,124.23
2024-02-05,54,54.17205695949311,11.26,65.43205695949311,25.009999999999998,2.0700000000000003,127.95
2024-02-05,55,55.27205695951673,10.16,65.43205695951673,21.16,3.05,131.67000000000002
2024-02-05,56,55.99205695957011,9.44,65.4320569595701,17.689999999999998,4.03,135.39000000000001
2024-02-05,57,55.39205695969112,10.04,65.43205695969112,18.29,5.01,139.11
2024-02-05,58,56.612056959723375,8.82,65.43205695972338,17.07,17.0325,146.97500000000002
2024-02-05,59,56.70205695982482,8.73,65.43205695982482,14.23,29.055,154.84
2024-02-05,60,55.99205695997967,9.44,65.43205695997968,12.19,41.0775,162.70499999999998
2024-02-05,61,55.732056960124154,9.7,65.43205696012416,12.45,53.1,170.57
2024-02-05,62,56.5520569602301,8.88,65.4320569602301,11.63,55.005,176.9725
2024-02-05,63,56.95205696038251,8.48,65.43205696038251,11.23,56.91,183.375
2024-02-05,64,56.65205696060393,8.78,65.43205696060393,8.78,58.815,189.7775
2024-02-05,65,56.90205696086069,8.53,65.43205696086069,8.53,60.72,196.18
2024-02-05,66,13.74999999977614,7.71,21.45999999977614,7.71,62.6575,197.59
2024-02-05,67,-0.0,6.12,6.12,6.12,64.595,199.0
2024-02-05,68,-0.0,4.8,4.8,4.8,66.5325,200.41
2024-02-05,69,-0.0,5.45,5.45,5.45,68.47,201.82
2024-02-05,70,-0.0,6.72,6.72,6.72,68.5475,200.6375
2024-02-05,71,-0.0,5.67,5.67,5.67,68.625,199.45499999999998
2024-02-05,72,-0.0,6.18,6.18,6.18,68.7025,198.2725
2024-02-05,73,-0.0,6.05,6.05,6.05,68.78,197.09
2024-02-05,74,-0.0,5.28,5.28,5.28,67.045,193.78
2024-02-05,75,-0.0,6.23,6.23,6.23,65.31,190.47
2024-02-05,76,-0.0,5.49,5.49,5.49,63.575,187.16
2024-02-05,77,-0.0,4.23,4.23,4.23,61.84,183.85
2024-02-05,78,-0.0,3.49,3.49,3.49,61.5,180.0625
2024-02-05,79,-0.0,3.77,3.77,3.77,61.16,176.27499999999998
2024-02-05,80,-0.0,3.04,3.04,3.04,60.82,172.48749999999998
2024-02-05,81,-0.0,4.04,4.04,4.04,60.48,168.7
2024-02-05,82,-0.0,3.56,3.56,3.56,60.272499999999994,166.9525
2024-02-05,83,-0.0,4.14,4.14,4.14,60.065,165.20499999999998
2024-02-05,84,-0.0,3.29,3.29,3.29,59.8575,163.4575
2024-02-05,85,-0.0,3.14,3.14,3.14,59.65,161.71
2024-02-05,86,-0.0,3.09,3.09,3.09,58.8125,161.47750000000002
2024-02-05,87,-0.0,2.72,2.72,2.72,57.974999999999994,161.245
2024-02-05,88,-0.0,3.55,3.55,3.55,57.1375,161.0125
2024-02-05,89,-0.0,3.05,3.05,3.05,56.3,160.78
2024-02-05,90,-0.0,3.12,3.12,3.12,54.0775,158.1875
2024-02-05,91,-0.0,3.28,3.28,3.28,51.855,155.595
2024-02-05,92,-0.0,3.57,3.57,3.57,49.63249999999999,153.0025
2024-02-05,93,-0.0,3.01,3.01,3.01,47.41,150.41
2024-02-05,94,-0.0,3.06,3.06,3.06,44.317499999999995,149.6925
2024-02-05,95,-0.0,3.04,3.04,3.04,41.224999999999994,148.975
2024-02-05,96,-0.0,2.8,2.8,2.8,38.1325,148.2575
